order_id,customer_id,timestamp,order_amount,item_count,distinct_categories,high_resale_ratio,wardrobing_flag,discount_percentage,account_age_days,historical_orders,historical_return_rate,historical_chargebacks,delivery_address_changes_30d,billing_shipping_mismatch,ip_distance_to_billing_km,device_trust_score,checkout_duration_sec,payment_velocity_24h,card_is_prepaid,card_country_mismatch,margin_amount,loss_amount,is_return_abuse,is_chargeback,is_risk_target
ORD-108691,CUST-02429,2026-08-23 00:38:54,83.37,1,1,0.024,0,0.15,140.7,3,0.22,0,0,0,107.6,0.928,72.9,1,0,0,29.18,0.0,0,0,0
ORD-104493,CUST-06439,2026-08-23 00:39:21,12.97,4,1,0.138,0,0.1,210.5,5,0.316,0,0,0,26.7,0.942,130.8,1,0,0,4.54,0.0,0,0,0
ORD-114074,CUST-06017,2026-08-23 00:49:10,137.23,1,1,0.077,0,0.15,670.7,26,0.058,0,0,0,121.8,0.937,95.9,1,0,0,48.03,0.0,0,0,0
ORD-100790,CUST-01742,2026-08-23 00:56:36,16.62,4,4,0.02,0,0.2,736.7,23,0.022,0,0,0,58.3,0.818,15.1,1,0,0,5.82,0.0,0,0,0
ORD-111015,CUST-06535,2026-08-23 00:59:11,74.16,4,3,0.217,0,0.1,520.8,19,0.157,0,0,0,23.2,0.968,61.3,1,1,0,25.96,0.0,0,0,0
ORD-110126,CUST-01306,2026-08-23 01:01:16,113.83,2,2,0.051,0,0.2,431.3,21,0.116,0,0,0,101.9,0.991,4.0,2,0,0,39.84,0.0,0,0,0
ORD-114556,CUST-01819,2026-08-23 01:04:01,117.35,1,1,0.413,0,0.0,131.7,6,0.114,0,0,0,54.9,0.924,159.9,3,0,0,41.07,0.0,0,0,0
ORD-107558,CUST-01032,2026-08-23 01:16:41,38.39,2,2,0.072,1,0.1,178.3,9,0.153,0,0,0,12.5,0.815,14.2,1,0,0,13.44,0.0,0,0,0
ORD-113609,CUST-05340,2026-08-23 01:17:07,15.57,1,1,0.379,0,0.2,65.8,3,0.08,0,0,0,54.0,0.886,88.4,1,0,0,5.45,0.0,0,0,0
ORD-108241,CUST-03973,2026-08-23 01:29:59,27.78,1,1,0.038,0,0.0,310.6,15,0.298,0,0,1,27.3,0.778,131.4,1,0,0,9.72,0.0,0,0,0
ORD-101179,CUST-02357,2026-08-23 01:45:09,102.18,3,3,0.562,0,0.0,358.9,12,0.156,0,0,0,29.0,0.935,62.3,1,0,0,35.76,0.0,0,0,0
ORD-108195,CUST-04759,2026-08-23 01:45:40,43.29,2,2,0.034,0,0.1,119.6,1,0.214,0,0,0,24.6,0.911,16.2,3,0,1,15.15,68.29,0,1,1
ORD-103928,CUST-05941,2026-08-23 02:00:01,24.77,1,1,0.108,0,0.1,270.3,8,0.105,0,0,0,33.0,0.812,40.9,1,1,0,8.67,0.0,0,0,0
ORD-104222,CUST-04539,2026-08-23 02:00:03,65.56,1,1,0.381,0,0.0,238.7,9,0.044,0,0,0,3.9,0.606,72.9,1,0,0,22.95,0.0,0,0,0
ORD-102656,CUST-04015,2026-08-23 02:00:15,23.18,1,1,0.21,0,0.1,135.7,6,0.028,0,0,0,58.9,0.776,69.6,1,0,0,8.11,0.0,0,0,0
ORD-112192,CUST-05002,2026-08-23 02:03:45,120.01,3,2,0.261,0,0.0,67.4,1,0.193,0,1,0,61.1,0.903,299.6,1,0,0,42.0,0.0,0,0,0
ORD-114540,CUST-04513,2026-08-23 02:14:21,275.85,6,4,0.007,0,0.0,100.0,6,0.028,0,0,0,36.1,0.951,56.4,1,1,0,96.55,0.0,0,0,0
ORD-109626,CUST-05812,2026-08-23 02:15:47,34.99,1,1,0.022,0,0.1,101.2,2,0.095,0,1,0,68.5,0.766,55.0,1,0,0,12.25,0.0,0,0,0
ORD-110591,CUST-01764,2026-08-23 02:38:53,30.59,2,2,0.647,1,0.3,375.9,15,0.131,0,0,1,17.4,0.576,39.6,1,0,0,10.71,0.0,0,0,0
ORD-108118,CUST-01244,2026-08-23 02:53:32,18.64,1,1,0.648,0,0.15,70.3,3,0.101,0,0,0,17.2,0.836,31.7,2,0,0,6.52,0.0,0,0,0
ORD-104977,CUST-01854,2026-08-23 02:54:39,316.56,3,2,0.517,1,0.1,33.9,2,0.21,0,0,0,83.0,0.747,44.6,1,0,0,110.8,0.0,0,0,0
ORD-108329,CUST-03207,2026-08-23 03:13:33,25.25,7,3,0.099,0,0.15,500.2,22,0.428,0,0,0,0.6,0.975,26.3,6,0,0,8.84,27.58,1,0,1
ORD-102710,CUST-01496,2026-08-23 03:26:25,93.38,1,1,0.06,0,0.2,87.8,5,0.254,0,0,0,16.1,0.604,242.8,1,1,0,32.68,0.0,0,0,0
ORD-102067,CUST-05214,2026-08-23 03:30:12,84.81,1,1,0.236,0,0.1,57.2,3,0.085,0,0,0,5.0,0.83,10.1,1,0,0,29.68,0.0,0,0,0
ORD-101884,CUST-04026,2026-08-23 03:39:06,99.91,2,2,0.34,0,0.0,359.0,10,0.075,0,0,0,41.3,0.742,98.8,1,0,0,34.97,0.0,0,0,0
ORD-109147,CUST-04722,2026-08-23 03:40:23,56.16,1,1,0.034,0,0.1,110.7,6,0.043,0,0,0,31.9,0.339,50.5,1,0,0,19.66,0.0,0,0,0
ORD-106352,CUST-06627,2026-08-23 04:01:07,57.91,1,1,0.346,0,0.1,183.6,6,0.018,0,0,1,58.6,0.674,40.1,1,0,0,20.27,0.0,0,0,0
ORD-101988,CUST-06754,2026-08-23 04:04:38,111.53,2,1,0.362,0,0.1,172.5,5,0.037,0,1,0,26.9,0.893,46.2,1,0,0,39.04,0.0,0,0,0
ORD-102908,CUST-05003,2026-08-23 04:09:01,59.72,2,2,0.102,0,0.0,65.1,1,0.226,0,0,0,14.3,0.927,130.3,1,0,0,20.9,0.0,0,0,0
ORD-108567,CUST-05962,2026-08-23 04:09:44,19.63,2,2,0.06,0,0.3,629.4,24,0.075,0,0,0,133.8,0.828,71.7,1,0,0,6.87,44.63,0,1,1
ORD-110767,CUST-05682,2026-08-23 04:14:27,10.0,2,2,0.223,0,0.15,222.4,8,0.553,0,0,0,32.8,0.966,53.5,1,0,0,3.5,0.0,0,0,0
ORD-108880,CUST-02203,2026-08-23 04:17:50,176.61,4,2,0.171,0,0.1,61.3,7,0.029,0,0,0,4.7,0.768,24.2,1,0,0,61.81,0.0,0,0,0
ORD-109869,CUST-06552,2026-08-23 04:21:34,35.85,1,1,0.378,0,0.0,605.2,22,0.068,0,0,0,60.7,0.859,12.1,2,0,0,12.55,0.0,0,0,0
ORD-112790,CUST-04083,2026-08-23 04:24:15,23.11,5,1,0.323,0,0.1,112.3,3,0.242,0,0,0,52.5,0.927,56.6,2,0,0,8.09,0.0,0,0,0
ORD-105452,CUST-01577,2026-08-23 04:26:56,34.11,1,1,0.56,0,0.1,69.2,0,0.298,0,0,0,24.5,0.937,81.0,1,0,0,11.94,0.0,0,0,0
ORD-101412,CUST-01563,2026-08-23 04:32:07,45.06,2,1,0.586,0,0.0,30.7,0,0.156,0,0,0,36.4,0.962,20.8,1,0,0,15.77,0.0,0,0,0
ORD-111959,CUST-05420,2026-08-23 04:45:56,113.66,2,2,0.582,0,0.0,179.9,7,0.048,0,0,0,78.3,0.949,50.6,1,0,0,39.78,0.0,0,0,0
ORD-105365,CUST-01710,2026-08-23 04:46:53,126.74,6,3,0.07,0,0.1,182.0,12,0.025,0,0,0,6.8,0.869,74.0,1,0,0,44.36,0.0,0,0,0
ORD-106741,CUST-04068,2026-08-23 05:15:20,162.96,1,1,0.191,0,0.0,47.9,1,0.036,0,0,0,20.5,0.731,78.4,1,0,0,57.04,0.0,0,0,0
ORD-103175,CUST-03001,2026-08-23 05:29:48,164.76,4,2,0.315,0,0.15,19.3,1,0.205,0,0,0,5.0,0.808,107.4,1,0,0,57.67,0.0,0,0,0
ORD-112736,CUST-04869,2026-08-23 05:30:21,55.27,2,2,0.276,0,0.0,158.8,12,0.223,0,1,0,92.4,0.825,16.2,1,0,0,19.34,0.0,0,0,0
ORD-103903,CUST-04522,2026-08-23 05:30:42,431.07,1,1,0.004,0,0.2,617.5,23,0.026,0,0,0,34.0,0.937,67.3,1,0,0,150.87,0.0,0,0,0
ORD-111470,CUST-06181,2026-08-23 05:31:08,491.46,1,1,0.249,0,0.15,488.3,22,0.133,0,0,0,8.7,0.85,35.3,1,0,0,172.01,0.0,0,0,0
ORD-101230,CUST-03952,2026-08-23 05:32:58,102.12,3,2,0.466,0,0.15,132.6,11,0.295,0,1,0,14.6,0.926,33.2,1,0,0,35.74,0.0,0,0,0
ORD-113722,CUST-02618,2026-08-23 05:36:48,16.95,1,1,0.018,0,0.0,345.7,19,0.085,0,0,0,18.9,0.957,42.6,1,0,0,5.93,0.0,0,0,0
ORD-109389,CUST-05699,2026-08-23 05:42:44,140.58,2,2,0.328,0,0.1,156.0,4,0.051,0,0,0,17.9,0.879,86.6,1,0,0,49.2,0.0,0,0,0
ORD-108360,CUST-01503,2026-08-23 06:07:59,294.16,1,1,0.3,0,0.2,44.2,0,0.261,0,0,0,61.0,0.957,65.6,1,0,0,102.96,0.0,0,0,0
ORD-107459,CUST-04385,2026-08-23 06:11:26,30.44,5,4,0.713,0,0.2,64.8,2,0.378,0,0,0,43.4,0.921,42.6,2,0,1,10.65,0.0,0,0,0
ORD-102829,CUST-04874,2026-08-23 06:11:42,67.05,1,1,0.285,0,0.15,141.0,6,0.039,0,0,0,21.7,0.731,24.7,1,0,0,23.47,0.0,0,0,0
ORD-113732,CUST-03578,2026-08-23 06:37:21,102.57,2,2,0.07,0,0.0,96.7,6,0.174,0,0,0,64.6,0.698,47.3,1,0,0,35.9,0.0,0,0,0
ORD-104087,CUST-06684,2026-08-23 06:40:35,56.11,3,1,0.02,0,0.15,36.1,1,0.193,0,0,0,82.0,0.876,143.6,1,0,0,19.64,0.0,0,0,0
ORD-110135,CUST-03540,2026-08-23 06:41:25,15.85,3,2,0.075,0,0.2,11.1,1,0.062,0,0,0,31.9,0.929,87.9,1,0,0,5.55,0.0,0,0,0
ORD-100455,CUST-01953,2026-08-23 06:44:44,256.09,3,3,0.267,0,0.0,30.5,4,0.008,0,0,0,114.6,0.991,35.2,1,0,0,89.63,0.0,0,0,0
ORD-109877,CUST-03741,2026-08-23 06:45:50,53.95,1,1,0.535,0,0.1,16.0,0,0.308,0,0,0,18.6,0.926,142.8,5,0,0,18.88,36.18,1,0,1
ORD-102912,CUST-04344,2026-08-23 06:51:53,103.94,4,3,0.674,0,0.1,1.4,3,0.075,0,0,0,3.1,0.729,90.3,1,1,0,36.38,0.0,0,0,0
ORD-112224,CUST-02214,2026-08-23 06:58:29,105.34,8,2,0.409,1,0.15,167.0,11,0.072,0,0,0,181.4,0.941,21.0,1,0,0,36.87,0.0,0,0,0
ORD-106224,CUST-02221,2026-08-23 07:01:24,449.84,1,1,0.408,0,0.1,115.2,2,0.475,0,0,0,114.1,0.853,27.5,1,0,0,157.44,0.0,0,0,0
ORD-109283,CUST-04629,2026-08-23 07:06:49,27.96,2,2,0.118,1,0.0,320.6,10,0.074,0,0,0,29.4,0.693,88.4,1,0,0,9.79,0.0,0,0,0
ORD-107216,CUST-04576,2026-08-23 07:28:40,79.2,1,1,0.07,0,0.15,237.5,12,0.039,0,0,0,13.7,0.893,56.9,1,0,0,27.72,0.0,0,0,0
ORD-104061,CUST-06767,2026-08-23 07:29:38,87.86,1,1,0.152,0,0.15,88.1,4,0.011,1,0,0,53.6,0.894,243.3,1,1,0,30.75,0.0,0,0,0
ORD-112132,CUST-05204,2026-08-23 07:56:07,66.87,1,1,0.174,0,0.15,80.5,1,0.149,0,0,0,53.4,0.874,26.8,1,0,0,23.4,0.0,0,0,0
ORD-114064,CUST-04828,2026-08-23 08:09:25,63.22,1,1,0.228,0,0.0,161.5,9,0.138,0,0,0,22.0,0.697,15.8,1,0,0,22.13,0.0,0,0,0
ORD-103235,CUST-03886,2026-08-23 08:21:14,196.65,2,2,0.63,0,0.0,125.0,6,0.026,0,1,0,10.0,0.613,66.4,1,1,0,68.83,0.0,0,0,0
ORD-114096,CUST-06007,2026-08-23 08:21:41,44.3,2,2,0.001,1,0.0,318.5,13,0.16,0,2,0,77.0,0.724,40.8,1,0,0,15.5,0.0,0,0,0
ORD-111528,CUST-02622,2026-08-23 08:38:53,37.15,3,3,0.146,0,0.1,456.6,16,0.184,0,0,0,71.3,0.978,54.4,2,0,0,13.0,0.0,0,0,0
ORD-101625,CUST-04186,2026-08-23 08:42:34,101.14,2,1,0.227,0,0.15,49.2,1,0.07,0,0,0,16.2,0.846,55.1,1,0,0,35.4,0.0,0,0,0
ORD-101813,CUST-02348,2026-08-23 08:49:30,78.39,2,2,0.243,1,0.0,78.0,6,0.385,0,0,0,36.8,0.737,72.6,1,0,0,27.44,0.0,0,0,0
ORD-113329,CUST-05886,2026-08-23 09:00:24,113.95,2,2,0.018,0,0.15,99.7,5,0.372,1,0,0,3.1,0.557,58.6,1,0,0,39.88,0.0,0,0,0
ORD-109346,CUST-04866,2026-08-23 09:09:42,24.2,4,2,0.072,0,0.1,1613.8,22,0.241,0,0,0,15.8,0.954,273.8,1,0,0,8.47,0.0,0,0,0
ORD-106259,CUST-04323,2026-08-23 09:27:39,34.09,2,2,0.344,0,0.1,453.4,13,0.334,0,0,0,2.5,0.812,37.5,1,0,0,11.93,0.0,0,0,0
ORD-114560,CUST-01174,2026-08-23 09:32:33,36.15,1,1,0.259,0,0.15,11.6,1,0.351,0,1,1,31.4,0.941,29.3,1,1,0,12.65,0.0,0,0,0
ORD-112799,CUST-01132,2026-08-23 09:44:26,57.58,2,2,0.133,0,0.0,281.2,6,0.149,0,1,0,59.4,0.728,32.0,2,0,0,20.15,0.0,0,0,0
ORD-102796,CUST-02331,2026-08-23 09:45:13,110.68,3,2,0.603,1,0.0,226.1,15,0.068,0,0,0,17.9,0.938,37.0,1,0,0,38.74,0.0,0,0,0
ORD-109308,CUST-04974,2026-08-23 09:49:35,113.02,4,1,0.08,0,0.2,330.0,11,0.194,0,0,1,25.0,0.861,56.5,1,1,0,39.56,0.0,0,0,0
ORD-112602,CUST-03835,2026-08-23 09:53:23,23.41,1,1,0.083,0,0.3,162.5,2,0.042,0,0,0,3.1,0.888,223.1,1,0,0,8.19,0.0,0,0,0
ORD-114351,CUST-05263,2026-08-23 10:03:30,266.46,1,1,0.287,0,0.0,35.6,0,0.065,0,0,0,50.9,0.897,70.2,4,0,0,93.26,0.0,0,0,0
ORD-114497,CUST-03325,2026-08-23 10:10:23,138.64,2,2,0.459,0,0.0,364.2,17,0.133,0,0,0,27.0,0.991,41.3,1,0,0,48.52,0.0,0,0,0
ORD-105047,CUST-01436,2026-08-23 10:11:57,92.16,1,1,0.602,0,0.2,169.2,5,0.163,0,0,0,19.5,0.791,30.4,1,0,0,32.26,0.0,0,0,0
ORD-100371,CUST-04434,2026-08-23 10:23:58,275.8,1,1,0.235,0,0.5,27.6,0,0.088,0,0,0,73.8,0.658,30.6,1,0,0,96.53,0.0,0,0,0
ORD-109606,CUST-01962,2026-08-23 10:34:17,190.76,1,1,0.213,0,0.15,372.7,11,0.123,0,0,1,12.8,0.835,20.9,2,0,0,66.77,0.0,0,0,0
ORD-103477,CUST-03067,2026-08-23 10:40:42,20.88,3,2,0.029,0,0.0,811.5,22,0.077,0,1,0,29.5,0.712,44.1,1,0,0,7.31,0.0,0,0,0
ORD-102392,CUST-04675,2026-08-23 10:43:34,48.75,2,2,0.105,0,0.1,46.6,3,0.182,0,0,0,11.4,0.938,81.2,1,0,0,17.06,0.0,0,0,0
ORD-106579,CUST-05217,2026-08-23 10:47:42,154.46,3,3,0.287,0,0.0,116.7,6,0.168,0,0,0,51.2,0.926,53.4,1,0,0,54.06,0.0,0,0,0
ORD-102711,CUST-02775,2026-08-23 10:59:25,99.58,1,1,0.113,0,0.1,371.9,18,0.132,0,0,0,19.9,0.825,59.9,2,1,0,34.85,0.0,0,0,0
ORD-103523,CUST-06144,2026-08-23 10:59:44,20.24,2,2,0.112,0,0.0,79.2,2,0.326,0,0,0,2.8,0.824,40.3,1,0,0,7.08,0.0,0,0,0
ORD-108368,CUST-03527,2026-08-23 11:03:10,292.13,7,2,0.241,0,0.0,391.0,19,0.35,0,1,0,26.0,0.836,71.3,1,0,0,102.25,0.0,0,0,0
ORD-109835,CUST-03466,2026-08-23 11:05:30,167.6,3,3,0.289,0,0.2,32.6,1,0.182,0,1,0,96.7,0.837,76.5,2,0,0,58.66,0.0,0,0,0
ORD-111409,CUST-03291,2026-08-23 11:12:58,45.87,1,1,0.35,0,0.1,177.3,5,0.058,0,2,0,6.7,0.925,177.6,1,0,0,16.05,0.0,0,0,0
ORD-101676,CUST-03571,2026-08-23 11:20:26,91.79,3,3,0.091,0,0.0,91.8,7,0.026,0,0,0,38.4,0.735,21.4,1,0,0,32.13,0.0,0,0,0
ORD-100476,CUST-04319,2026-08-23 11:28:18,16.55,1,1,0.229,0,0.1,1240.2,31,0.233,0,1,0,99.8,0.76,82.1,1,0,1,5.79,0.0,0,0,0
ORD-110143,CUST-01299,2026-08-23 11:34:43,104.44,2,2,0.097,0,0.3,647.3,24,0.073,0,0,0,64.1,0.805,19.5,1,0,1,36.55,0.0,0,0,0
ORD-107306,CUST-05685,2026-08-23 11:48:04,70.97,1,1,0.282,0,0.15,613.6,25,0.212,0,0,1,52.5,0.836,28.7,3,0,0,24.84,0.0,0,0,0
ORD-114952,CUST-02891,2026-08-23 11:49:31,99.18,1,1,0.177,0,0.15,41.6,5,0.015,0,0,0,13.0,0.879,193.2,1,0,0,34.71,0.0,0,0,0
ORD-110998,CUST-03378,2026-08-23 11:49:48,253.63,1,1,0.017,0,0.1,300.9,15,0.144,0,0,0,35.0,0.924,28.1,1,0,0,88.77,96.09,1,0,1
ORD-112519,CUST-02482,2026-08-23 12:03:51,163.56,1,1,0.109,0,0.1,139.5,12,0.024,0,0,0,30.3,0.765,134.5,1,0,0,57.25,0.0,0,0,0
ORD-101789,CUST-04666,2026-08-23 12:08:26,31.42,2,2,0.003,0,0.0,18.2,0,0.195,1,0,0,3.9,0.959,34.8,2,0,0,11.0,56.42,0,1,1
ORD-108492,CUST-01796,2026-08-23 12:15:33,28.42,4,4,0.345,0,0.0,37.3,2,0.066,0,0,0,8.1,0.975,33.3,1,0,0,9.95,0.0,0,0,0
ORD-114698,CUST-06089,2026-08-23 12:19:55,37.51,4,4,0.305,0,0.5,121.7,4,0.274,0,0,0,23.1,0.643,95.3,1,0,0,13.13,0.0,0,0,0
ORD-113923,CUST-03848,2026-08-23 12:23:52,91.66,2,2,0.1,0,0.1,71.7,1,0.06,0,0,0,2.5,0.891,88.0,2,0,0,32.08,0.0,0,0,0
ORD-111941,CUST-06986,2026-08-23 12:29:27,116.71,3,1,0.077,0,0.5,24.8,1,0.477,0,0,0,117.6,0.871,96.3,2,0,0,40.85,0.0,0,0,0
ORD-110381,CUST-01226,2026-08-23 12:44:28,152.28,2,2,0.395,0,0.15,389.5,21,0.02,0,0,0,23.1,0.888,21.5,1,0,0,53.3,0.0,0,0,0
ORD-111350,CUST-04392,2026-08-23 12:47:56,66.46,1,1,0.196,0,0.1,497.3,31,0.117,0,0,0,7.0,0.993,36.4,1,0,0,23.26,0.0,0,0,0
ORD-106278,CUST-06584,2026-08-23 12:49:44,46.48,4,4,0.01,0,0.2,114.4,9,0.354,0,1,0,18.9,0.789,103.2,1,1,0,16.27,0.0,0,0,0
ORD-113221,CUST-04997,2026-08-23 13:07:04,51.28,2,1,0.665,0,0.3,140.2,5,0.342,0,0,0,73.3,0.705,47.0,3,0,0,17.95,0.0,0,0,0
ORD-108023,CUST-02268,2026-08-23 13:09:38,37.9,1,1,0.145,0,0.15,405.1,20,0.185,0,0,0,15.3,0.865,107.9,1,0,0,13.26,0.0,0,0,0
ORD-102565,CUST-06393,2026-08-23 13:11:42,90.52,2,2,0.766,0,0.15,129.9,2,0.057,0,0,0,26.9,0.847,21.7,1,0,0,31.68,0.0,0,0,0
ORD-113338,CUST-04761,2026-08-23 13:15:25,167.1,2,2,0.264,0,0.0,93.8,4,0.075,0,0,0,74.3,0.995,19.2,1,0,0,58.48,0.0,0,0,0
ORD-110024,CUST-04423,2026-08-23 13:34:51,87.0,1,1,0.069,0,0.15,3.1,0,0.103,0,0,0,33.2,0.866,58.8,1,1,0,30.45,0.0,0,0,0
ORD-113376,CUST-06339,2026-08-23 13:47:46,153.95,1,1,0.035,0,0.15,210.3,9,0.008,0,0,0,82.4,0.961,18.1,1,0,0,53.88,0.0,0,0,0
ORD-108038,CUST-02971,2026-08-23 13:48:45,29.74,1,1,0.639,0,0.0,483.9,17,0.235,0,0,0,14.4,0.967,43.8,1,0,0,10.41,0.0,0,0,0
ORD-114791,CUST-02479,2026-08-23 14:02:22,28.66,2,1,0.05,0,0.0,153.0,9,0.036,0,1,0,11.9,0.768,44.5,1,0,0,10.03,0.0,0,0,0
ORD-108386,CUST-01055,2026-08-23 14:02:57,11.7,2,2,0.517,0,0.0,170.1,5,0.092,0,0,0,31.5,0.758,23.5,2,0,0,4.1,0.0,0,0,0
ORD-110694,CUST-03740,2026-08-23 14:09:33,228.22,1,1,0.272,0,0.1,54.6,2,0.153,0,0,0,48.7,0.94,22.1,1,0,0,79.88,0.0,0,0,0
ORD-109376,CUST-06385,2026-08-23 14:20:57,34.51,3,1,0.273,0,0.0,71.8,2,0.193,0,0,0,4.6,0.828,90.0,1,0,0,12.08,0.0,0,0,0
ORD-102576,CUST-06105,2026-08-23 14:32:28,89.02,1,1,0.277,0,0.15,256.7,9,0.053,0,0,0,6.6,0.887,52.4,1,0,0,31.16,0.0,0,0,0
ORD-108538,CUST-04622,2026-08-23 14:35:50,65.89,2,1,0.471,0,0.1,547.3,18,0.38,1,0,0,2.5,0.905,46.8,1,0,0,23.06,0.0,0,0,0
ORD-111819,CUST-03687,2026-08-23 14:41:33,217.44,4,4,0.238,1,0.0,354.3,20,0.164,0,0,0,8.4,0.841,22.7,1,0,0,76.1,0.0,0,0,0
ORD-108174,CUST-05263,2026-08-23 14:42:54,119.07,8,3,0.014,1,0.5,89.6,1,0.269,0,0,0,7.0,0.869,77.7,6,0,0,41.67,55.72,1,0,1
ORD-106282,CUST-06685,2026-08-23 14:44:59,29.96,1,1,0.032,0,0.0,207.8,9,0.067,0,0,0,16.9,0.951,63.5,1,0,0,10.49,0.0,0,0,0
ORD-102323,CUST-03972,2026-08-23 14:46:15,186.7,1,1,0.103,0,0.1,235.1,12,0.012,0,0,0,60.4,0.92,18.1,2,0,0,65.34,0.0,0,0,0
ORD-110188,CUST-05820,2026-08-23 14:47:33,157.79,2,2,0.189,0,0.0,520.3,20,0.005,0,0,0,54.4,0.95,54.4,1,0,0,55.23,0.0,0,0,0
ORD-101925,CUST-02824,2026-08-23 14:47:39,197.49,1,1,0.303,0,0.15,396.2,10,0.012,0,0,0,32.9,0.925,112.6,1,0,0,69.12,0.0,0,0,0
ORD-113346,CUST-01993,2026-08-23 14:56:42,108.2,2,1,0.317,0,0.2,144.3,3,0.282,1,0,0,42.3,0.962,153.8,1,0,0,37.87,0.0,0,0,0
ORD-114928,CUST-04794,2026-08-23 15:01:50,126.88,2,2,0.299,0,0.0,154.1,4,0.053,0,0,0,6.5,0.869,54.4,1,0,0,44.41,0.0,0,0,0
ORD-109454,CUST-05799,2026-08-23 15:17:44,15.7,1,1,0.085,0,0.3,53.4,1,0.224,0,0,1,19.8,0.875,36.2,1,0,0,5.49,0.0,0,0,0
ORD-103635,CUST-02364,2026-08-23 15:47:15,134.17,2,2,0.443,0,0.15,25.6,0,0.257,0,0,0,83.5,0.745,48.9,3,0,0,46.96,0.0,0,0,0
ORD-111384,CUST-01592,2026-08-23 15:54:34,166.2,5,2,0.066,0,0.1,292.7,12,0.135,0,0,0,38.1,0.854,12.3,1,0,0,58.17,0.0,0,0,0
ORD-109850,CUST-02900,2026-08-23 15:55:06,105.27,1,1,0.514,0,0.0,176.2,9,0.03,0,0,0,45.5,0.819,39.5,1,0,0,36.84,0.0,0,0,0
ORD-108681,CUST-04393,2026-08-23 16:02:32,127.86,1,1,0.151,0,0.5,3.3,0,0.1,0,0,0,35.7,0.765,48.3,1,0,0,44.75,0.0,0,0,0
ORD-105860,CUST-03638,2026-08-23 16:11:01,85.9,1,1,0.034,0,0.1,221.8,3,0.183,0,0,0,40.3,0.581,46.3,1,0,0,30.06,0.0,0,0,0
ORD-111210,CUST-05824,2026-08-23 16:12:57,57.59,1,1,0.344,0,0.0,122.0,4,0.026,0,0,0,17.5,0.803,122.6,1,0,0,20.16,0.0,0,0,0
ORD-109344,CUST-03399,2026-08-23 16:21:22,29.51,5,2,0.521,0,0.0,359.6,16,0.15,0,0,0,48.7,0.781,99.9,1,0,0,10.33,0.0,0,0,0
ORD-108008,CUST-06798,2026-08-23 16:24:47,44.59,7,1,0.214,0,0.3,75.4,3,0.101,0,0,0,56.2,0.908,54.3,1,0,0,15.61,0.0,0,0,0
ORD-100827,CUST-06271,2026-08-23 16:26:28,61.84,1,1,0.469,0,0.1,107.3,7,0.226,0,1,0,22.1,0.773,47.7,1,0,0,21.64,0.0,0,0,0
ORD-106364,CUST-06140,2026-08-23 16:30:55,160.97,2,2,0.151,0,0.1,159.6,6,0.082,0,0,0,48.0,0.839,360.9,3,0,0,56.34,0.0,0,0,0
ORD-100379,CUST-03586,2026-08-23 16:36:00,11.43,1,1,0.279,0,0.15,422.1,16,0.059,0,0,0,60.8,0.712,15.8,6,0,0,4.0,36.43,0,1,1
ORD-110684,CUST-01544,2026-08-23 16:41:03,75.93,2,1,0.14,1,0.5,329.9,13,0.177,0,0,0,6.4,0.662,37.7,1,0,0,26.58,0.0,0,0,0
ORD-109398,CUST-06837,2026-08-23 17:03:58,95.05,1,1,0.105,0,0.0,155.3,8,0.18,0,0,0,2.3,0.943,15.1,1,0,0,33.27,0.0,0,0,0
ORD-100159,CUST-04052,2026-08-23 17:11:08,260.83,8,3,0.001,0,0.15,68.8,7,0.01,0,0,0,8.2,0.868,49.5,1,0,0,91.29,285.83,0,1,1
ORD-100817,CUST-04459,2026-08-23 17:12:21,42.08,3,2,0.194,0,0.15,224.7,7,0.301,0,1,0,10.2,0.813,132.5,1,0,0,14.73,0.0,0,0,0
ORD-101668,CUST-05528,2026-08-23 17:22:19,24.15,2,2,0.157,0,0.0,667.9,30,0.259,0,0,0,43.5,0.973,17.2,1,0,0,8.45,0.0,0,0,0
ORD-102545,CUST-04581,2026-08-23 17:40:42,58.5,7,2,0.366,0,0.0,24.2,1,0.293,0,0,0,9.2,0.955,87.1,1,0,0,20.47,0.0,0,0,0
ORD-108426,CUST-01273,2026-08-23 18:02:00,201.96,3,1,0.003,0,0.0,93.5,5,0.311,0,0,0,182.7,0.707,37.0,2,0,0,70.69,0.0,0,0,0
ORD-103481,CUST-01608,2026-08-23 18:03:30,199.69,1,1,0.283,0,0.15,42.7,0,0.007,0,1,0,6.9,0.613,39.8,1,0,1,69.89,0.0,0,0,0
ORD-104603,CUST-04762,2026-08-23 18:28:55,106.46,2,1,0.095,1,0.3,600.9,24,0.305,0,0,0,51.6,0.905,23.5,1,0,1,37.26,131.46,0,1,1
ORD-112618,CUST-02140,2026-08-23 18:47:43,44.22,2,1,0.498,0,0.0,37.4,0,0.118,0,2,1,81.5,0.969,74.3,2,0,0,15.48,0.0,0,0,0
ORD-110926,CUST-04699,2026-08-23 18:53:17,137.73,1,1,0.436,0,0.3,61.4,3,0.032,0,0,0,0.0,0.927,38.0,2,0,0,48.21,0.0,0,0,0
ORD-104279,CUST-06668,2026-08-23 18:59:29,143.1,2,2,0.148,1,0.0,34.9,1,0.187,0,0,0,1.6,0.819,121.4,1,0,0,50.08,0.0,0,0,0
